mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning with stickiness,57.1706555162574,122.341311032515,132.340549713836
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning dual-alpha with stickiness,56.9384572347907,123.876914469581,136.375962821233
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,hmm,60.2040268008606,140.408053601721,165.406150305024
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,random,60.9534361434451,123.90687228689,126.40668195722
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,wsls,48.8150862443151,101.63017248863,106.629791829291
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning,53.370343749241,110.740687498482,115.740306839142
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,assymetric q-learning,53.3465821391987,112.693164278397,120.192593289388
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning with stickiness,48.221100949539,104.442201899078,114.441440580399
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning dual-alpha with stickiness,48.2196060845009,106.439212169002,118.938260520653
499,NL3,3,499__MOUSE PRL 7 to Reversal__3__NL3__0.8,hmm,51.4038914213788,122.807782842758,147.80587954606
